Location Id,Business Account Number,Ownership Name,DBA Name,Street Address,City,State,Source Zipcode,Business Start Date,Business End Date,Location Start Date,Location End Date,Mail Address,Mail City,Mail Zipcode,Mail State,NAICS Code,NAICS Code Description,Parking Tax,Transient Occupancy Tax,LIC Code,LIC Code Description,Supervisor District,Neighborhoods - Analysis Boundaries,Business Corridor,Business Location,UniqueID,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,Neighborhoods
1226176-06-191,1103565,Amy Perrier,Bernal Burrow,578 Precita Ave,San Francisco,CA,94110,6/27/2019,1/11/2021,6/27/2019,1/11/2021,,,,,4400-4599,Retail Trade,FALSE,FALSE,,,9,Bernal Heights,,POINT (-122.40985 37.747395),1226176-06-191-1103565-4400-4599-06-27-2019,60,9,2,2,60
1267280-01-211,1120415,Kent Painting & Finishing Inc.,Kent Painting & Finishing Inc,1670 Challenge Dr,Concord,CA,94520,1/11/2021,,1/11/2021,,1670 Challenge D Challenge Drive,Concord,94520,CA,2300-2399,Construction,FALSE,FALSE,,,,,,POINT (-122.051994 37.966194),1267280-01-211-1120415-2300-2399-01-11-2021,,,,,
1026843-04-151,397664,Vendini Inc,In Ticketing,660 Market St 4th Floor St 4th Fl,San Francisco,CA,94104,1/8/2002,12/20/2019,8/26/2014,12/20/2019,,,,,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,3,Financial District/South Beach,,POINT (-122.402855 37.788193),1026843-04-151-0397664-5400-5499-08-26-2014,19,6,3,8,19
0452218-01-001,452218,Schoelen Serdengecti Lisa J,Fantasy Clothing Co.,1275 Folsom St #100,San Francisco,CA,94103,8/18/2010,3/16/2020,8/18/2010,3/16/2020,,,,,4400-4599,Retail Trade,FALSE,FALSE,,,6,South of Market,,POINT (-122.41116 37.774082),0452218-01-001-0452218-4400-4599-08-18-2010,32,1,10,34,32
1222015-05-191,448298,Computer Design Solutions,Computer Design Solutions/creative Design Solutions,44 Mclea Ct,San Francisco,CA,94103,4/12/2010,3/31/2020,4/1/2019,3/31/2020,,,,,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,6,South of Market,,POINT (-122.40868 37.772087),1222015-05-191-0448298-5400-5499-04-01-2019,32,1,10,34,32
0452218-02-001,452218,Schoelen Serdengecti Lisa J,Fantasy Clothing Co,1275 Folsom St #100,San Francisco,CA,94103,8/18/2010,3/16/2020,8/18/2010,3/16/2020,,,,,4400-4599,Retail Trade,FALSE,FALSE,,,6,South of Market,,POINT (-122.41116 37.774082),0452218-02-001-0452218-4400-4599-08-18-2010,32,1,10,34,32
1082686-07-161,453902,Docker Inc,Docker Inc,144 Townsend St,San Francisco,CA,94107,10/18/2010,6/3/2020,11/25/2015,6/3/2020,,,,,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,6,Financial District/South Beach,,POINT (-122.39146 37.77991),1082686-07-161-0453902-5400-5499-11-25-2015,31,1,10,8,31
0039873-03-001,39873,Birsinger Charlotte C Tr,3918 Fulton St Apts,3918 Fulton St,San Francisco,CA,94118,10/1/1968,,3/1/2007,,41 Loma Linda Rd,San Rafael,94901,CA,7210-7219,Accommodations,FALSE,FALSE,,,1,Outer Richmond,,POINT (-122.47371 37.773075),0039873-03-001-0039873-7210-7219-03-01-2007,5,8,4,29,5
0040440-01-001,40440,Tom Bill S & Mary J,439 20th Av Apts,439 20th Ave,San Francisco,CA,94121,10/1/1968,,10/1/1968,,0000 Undeliverable Mail,San Francisco,99999,CA,5300-5399,Real Estate and Rental and Leasing Services,FALSE,FALSE,,,1,Outer Richmond,,POINT (-122.47936 37.779568),0040440-01-001-0040440-5300-5399-10-01-1968,8,8,4,29,8
0068352-01-001,68352,Benton Fletcher C Ii,Fletcher Benton Studio,250 Dore St,San Francisco,CA,94103,1/1/1999,,1/1/1999,,250 Dore St,San Francisco,94103,CA,7100-7199,"Arts, Entertainment, and Recreation",FALSE,FALSE,,,6,South of Market,,POINT (-122.40992 37.771404),0068352-01-001-0068352-7100-7199-01-01-1999,32,1,10,34,32
1089326-08-161,1042491,"Madeleine F. Katz, Psyd","Madeleine F. Katz, Psyd",414 Gough St Ste 6,San Francisco,CA,94102,8/1/2016,,8/1/2016,,414 Gough St Ste 6,San Francisco,94102,CA,5400-5499 6100-6299,Multiple,FALSE,FALSE,,,5,Hayes Valley,,POINT (-122.42298 37.77706),1089326-08-161-1042491-5400-5499 6100-6299-08-01-2016,21,4,11,9,21
1137224-02-171,470633,Hamadaya Inc,Izakaya Roku,1819 Market St,San Francisco,CA,94103,7/20/2012,12/25/2020,2/22/2017,12/25/2020,,,,,7220-7229,Food Services,FALSE,FALSE,H25,"Restaurant 1,000 - 2,000 Sqft",8,Mission,,POINT (-122.42373 37.771526),1137224-02-171-0470633-7220-7229-02-22-2017,27,1,5,20,27
1196429-07-181,1090816,Anthony Scott Nguyen Pc,Dr Anthony Scott Nguyen Pc,526 Silver Avenue,San Francisco,CA,94112,1/1/2018,,1/1/2018,,68 Rosemont Pl,San Francisco,94103,CA,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,11,Excelsior,,POINT (-122.42577 37.728622),1196429-07-181-1090816-5400-5499-01-01-2018,90,9,1,7,90
0943805-01-001,943805,Dent Vivian C,Dent Vivian Phd,1801 Bush St Ste 222,San Francisco,CA,94109,1/1/1995,3/12/2020,12/1/1997,3/12/2020,,,,,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,5,Pacific Heights,,POINT (-122.42697 37.787823),0943805-01-001-0943805-5400-5499-12-01-1997,101,4,11,30,101
1268535-01-211,1120959,Summon Inc,Summon,1686 Hayes St Apt 2,San Francisco,CA,94117,10/26/2020,,10/26/2020,,1686 Hayes St 2 Apt,San Francisco,94117,CA,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,5,Lone Mountain/USF,,POINT (-122.44412 37.77421),1268535-01-211-1120959-5400-5499-10-26-2020,24,7,11,18,24
1268545-01-211,1120964,Julian Hud Bixler,Bixops,52 Exeter St,San Francisco,CA,94124,1/31/2021,,1/31/2021,,52 Exeter St,San Francisco,94124,CA,5600-5699 7100-7199 5400-5499,Multiple,FALSE,FALSE,,,10,Bayview Hunters Point,,POINT (-122.39872 37.722145),1268545-01-211-1120964-5600-5699 7100-7199 5400-5499-01-31-2021,88,2,9,1,88
1268554-01-211,1120968,Maryanne Jeshua Montoya,Crystal Healing Sf,1251 Exposition Dr Unit A,San Francisco,CA,94130,1/30/2021,,1/30/2021,,1251 Exposition Dr A Unit,San Francisco,94130,CA,4400-4599,Retail Trade,FALSE,FALSE,,,6,Treasure Island,,POINT (-122.371796 37.82944),1268554-01-211-1120968-4400-4599-01-30-2021,36,1,10,37,36
1074421-06-161,463887,Desmos Inc,Desmos Inc,1488 Howard St,San Francisco,CA,94103,10/1/2011,,4/15/2015,,9450 Sw Gemini Dr Pmb 49136,Beaverton,97008,OR,5100-5199,Information,FALSE,FALSE,,,6,South of Market,,POINT (-122.4154 37.773266),1074421-06-161-0463887-5100-5199-04-15-2015,32,1,10,34,32
1057030-03-161,1027985,Two Six Capital Llc,Two Six Capital Llc,201 California St 440,San Francisco,CA,94111,5/1/2013,12/30/2020,5/1/2013,12/30/2020,,,,,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,3,Financial District/South Beach,,POINT (-122.39889 37.79332),1057030-03-161-1027985-5400-5499-05-01-2013,108,6,3,8,108
1268543-01-211,1120963,"Beezy, Inc.","Beezy, Inc.",548 Market Street  76279,San Francisco,CA,94104,4/15/2013,,7/1/2016,,548 Market Street 76279,San Francisco,94104,CA,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,3,Financial District/South Beach,,POINT (-122.399826 37.79059),1268543-01-211-1120963-5400-5499-07-01-2016,108,6,3,8,108
1268552-01-211,1120967,"Puretalk Holdings, Inc.","Puretalk Holdings, Inc.",4113 Monticello St,Covington,GA,30014,1/1/2021,,1/1/2021,,242 Rangeline Rd,Longwood,32750,FL,5100-5199,Information,FALSE,FALSE,,,,,,POINT (-83.85733 33.58872),1268552-01-211-1120967-5100-5199-01-01-2021,,,,,
1203559-10-181,1094114,J Style At Home Inc.,J Style At Home Inc.,3890 Bayshore Blvd,Brisbane,CA,94005,10/1/2018,,10/1/2018,,3890 Bayshore Blvd,Brisbane,94005,CA,2300-2399,Construction,FALSE,FALSE,,,,,,POINT (-122.393524 37.67779),1203559-10-181-1094114-2300-2399-10-01-2018,,,,,
0207854-01-001,207854,Rise Communications Inc,Kenwood Group The,75 Varney Pl,San Francisco,CA,94107,8/17/1991,6/30/2021,11/1/1999,9/12/2018,,,,,5300-5399,Real Estate and Rental and Leasing Services,FALSE,FALSE,,,6,Financial District/South Beach,,POINT (-122.394295 37.780582),0207854-01-001-0207854-5300-5399-11-01-1999,31,1,10,8,31
1212408-02-191,1098046,"Michael Swetye, M.d., P.c.","Michael Swetye, M.d., P.c.",2169 Union St Ste 2,San Francisco,CA,94123,1/2/2019,,1/2/2019,11/27/2020,3450 Sacramento St 201,San Francisco,94118,CA,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,2,Marina,,POINT (-122.43494 37.79713),1212408-02-191-1098046-5400-5499-01-02-2019,15,4,6,13,15
0416624-01-001,416624,Wong Toa H & Wong Karol,Toa H Wong & Karol Wong,1026 Shotwell St,San Francisco,CA,94110,4/1/2007,,4/1/2007,,2834 Folsom St B Apt,San Francisco,94110,CA,5300-5399,Real Estate and Rental and Leasing Services,FALSE,FALSE,,,9,Mission,,POINT (-122.41516 37.75197),0416624-01-001-0416624-5300-5399-04-01-2007,53,3,2,20,53
1027993-05-151,1013482,Rael Andrea M,On Point Acupuncture & Wellness,230 St Joseph Ave 4,San Francisco,CA,94115,5/11/2015,,5/11/2015,9/1/2019,Po Box 15214,San Francisco,94115,CA,6100-6299,Private Education and Health Services,FALSE,FALSE,,,2,Western Addition,,POINT (-122.441376 37.781593),1027993-05-151-1013482-6100-6299-05-11-2015,13,7,6,39,13
0417024-01-001,417024,Business Furniture Solutions Inc,Vangard Concept Offices,250 Sutter St Ste 300,San Francisco,CA,94108,4/1/2007,,4/1/2007,12/29/2020,2150 N 1st St Ste 100,San Jose,95131,CA,4200-4299,Wholesale Trade,FALSE,FALSE,,,3,Financial District/South Beach,,POINT (-122.404724 37.789745),0417024-01-001-0417024-4200-4299-04-01-2007,19,6,3,8,19
1243715-01-201,1110861,"Chacon Flooring, Inc.","Chacon Flooring, Inc",173 Curtis St,San Francisco,CA,94112,1/23/2020,,1/23/2020,,173 Curtis St,San Francisco,94112,CA,4400-4599,Retail Trade,FALSE,FALSE,,,11,Excelsior,,POINT (-122.43921 37.712143),1243715-01-201-1110861-4400-4599-01-23-2020,58,9,1,7,58
1139366-03-171,1066934,Chantrupon Senis,May Catering,422 41st Ave,San Francisco,CA,94121,3/1/2017,11/30/2020,3/1/2017,10/7/2019,,,,,7220-7229,Food Services,FALSE,FALSE,,,1,Outer Richmond,,POINT (-122.501945 37.780773),1139366-03-171-1066934-7220-7229-03-01-2017,8,8,4,29,8
1268547-01-211,1120965,Kyle Theis,Guesthop,1849 1849 Golden Gate Ave Unit 4,San Francisco,CA,94115,1/31/2021,,1/31/2021,,1849 Golden Gate 1849 Golden Gate Ave 4 Unit,San Francisco,94115,CA,5300-5399,Real Estate and Rental and Leasing Services,FALSE,FALSE,,,5,Western Addition,,POINT (-122.44102 37.77838),1268547-01-211-1120965-5300-5399-01-31-2021,97,7,11,39,97
1268541-01-211,1120962,One Six Industries,One Six Industries Llc,719 Foerster St,San Francisco,CA,94127,1/1/2021,,1/1/2021,,719 Foerster St,San Francisco,94127,CA,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,7,West of Twin Peaks,,POINT (-122.44892 37.734158),1268541-01-211-1120962-5400-5499-01-01-2021,72,9,8,41,72
1268559-01-211,1120970,Make&model Inc,Make&model Inc,778 30th Ave,San Francisco,CA,94121,1/18/2021,4/26/2021,1/18/2021,4/26/2021,,,,,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,1,Outer Richmond,,POINT (-122.48968 37.774628),1268559-01-211-1120970-5400-5499-01-18-2021,8,8,4,29,8
1028234-05-151,432609,Davis Mark C,Mark Davis Design,2088 Union St 3,San Francisco,CA,94123,9/25/2008,,4/1/2015,,2088 Union St Ste 3,San Francisco,94123,CA,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,2,Marina,,POINT (-122.43359 37.797356),1028234-05-151-0432609-5400-5499-04-01-2015,15,4,6,13,15
1267376-01-211,1120465,Jenesh Dobie,Pink Pom Shop,71 Minerva St,San Francisco,CA,94112,1/14/2021,,1/14/2021,,71 Minerva St,San Francisco,94112,CA,4400-4599,Retail Trade,FALSE,FALSE,,,11,Oceanview/Merced/Ingleside,,POINT (-122.45531 37.715714),1267376-01-211-1120465-4400-4599-01-14-2021,81,10,1,24,81
1144059-04-171,1069181,Fuentes Renan/amaya Milady,Fuentes-Amaya Janitorial,2790 Mission St,San Francisco,CA,94110,4/25/2017,12/31/2020,4/25/2017,11/2/2017,,,,,,,FALSE,FALSE,,,9,Mission,,POINT (-122.418495 37.75244),1144059-04-171-1069181--04-25-2017,53,3,2,20,53
0208056-02-001,208056,Tabios Horlino M,Western Builders & Metal Fabr,105 Missouri St,San Francisco,CA,94107,1/26/2009,,1/26/2009,,105 Missouri St,San Francisco,94107,CA,2300-2399 3100-3399,Multiple,FALSE,FALSE,,,10,Potrero Hill,,POINT (-122.39672 37.765),0208056-02-001-0208056-2300-2399 3100-3399-01-26-2009,54,1,9,26,54
0306009-01-001,306009,Dennis Auto Repair Llc,Dennis Auto Repair Llc,380 Bay Shore Blvd,San Francisco,CA,94124,6/1/1997,,6/1/1997,,380 Bay Shore Blvd,San Francisco,94124,CA,8100-8139,Certain Services,FALSE,FALSE,D24,Vehicle Repair Garage - Minor,9,Bernal Heights,,POINT (-122.40639 37.7417),0306009-01-001-0306009-8100-8139-06-01-1997,82,2,2,2,82
0393264-01-999,393264,Ping Kuen Construction Inc,Ping Kuen Construction Inc,2349 22nd St,Oakland,CA,94601,11/16/2005,,11/16/2005,,875a Island Dr # 218,Alameda,94502,CA,2300-2399,Construction,FALSE,FALSE,,,,,,POINT (-122.22999 37.788628),0393264-01-999-0393264-2300-2399-11-16-2005,,,,,
0416955-01-001,416955,Mckinney P Michael,1946 Grove St Apts,1946 Grove St,San Francisco,CA,94117,4/1/2007,,4/1/2007,,1800 Broadway St 504 Apt,San Francisco,94109,CA,5300-5399,Real Estate and Rental and Leasing Services,FALSE,FALSE,,,5,Lone Mountain/USF,,POINT (-122.44866 37.774597),0416955-01-001-0416955-5300-5399-04-01-2007,24,7,11,18,24
1131370-12-161,1063049,Zee Cooks Inc,Creperie Saint Germain,100 Terry A Francois Blvd,San Francisco,CA,94158,10/1/2016,,10/1/2016,12/31/2018,548 Market St Pmb 32273,San Francisco,94104,CA,7220-7229,Food Services,FALSE,FALSE,,,6,Mission Bay,,POINT (-122.38838 37.776367),1131370-12-161-1063049-7220-7229-10-01-2016,34,1,10,4,34
1232127-08-191,1105931,Haulit,Haulit,1075 Ofarrell St Bldg 11,San Francisco,CA,94109,8/26/2019,12/31/2020,8/26/2019,12/31/2020,,,,,,,FALSE,FALSE,,,5,Western Addition,,POINT (-122.42237 37.784576),1232127-08-191-1105931--08-26-2019,100,4,11,39,100
0449922-01-001,449922,Czechowska Carolina,Carolina Czechowska Pilates,367 Corbett Av,San Francisco,CA,94114,7/14/2010,12/1/2020,7/14/2010,1/8/2018,,,,,7100-7199,"Arts, Entertainment, and Recreation",FALSE,FALSE,,,8,Castro/Upper Market,,POINT (-122.44588 37.75939),0449922-01-001-0449922-7100-7199-07-14-2010,115,7,5,5,115
1172354-12-171,1025064,Fernandez Fernando,Fernando Fernandez,37 Fairlawn Ave,Daly+city,CA,94015,6/25/2013,,6/25/2013,,37 Fairlawn Ave,Daly City,94015,CA,,,FALSE,FALSE,P43,Tow Car Driver,,,,POINT (-122.48737 37.696457),1172354-12-171-1025064--06-25-2013,,,,,
1265702-12-201,1106297,Shahriar Sohaei,The Sovereign State Of The Democratic Republic Of Iran,2055 Lombard St,Sanfrancisco,CA,94123,9/4/2019,,12/12/2020,,Po Box 29127,San Francisco,94129,CA,,,FALSE,FALSE,,,2,Marina,,POINT (-122.43528 37.79985),1265702-12-201-1106297--12-12-2020,15,4,6,13,15
0432609-02-001,432609,Davis Mark C,Mark Davis Design,157 17th Ave,San Francisco,CA,94121,9/25/2008,,1/22/2010,3/31/2015,2088 Union St Ste 3,San Francisco,94123,CA,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,1,Outer Richmond,,POINT (-122.47653 37.78508),0432609-02-001-0432609-5400-5499-01-22-2010,2,8,4,29,2
0362655-01-001,362655,Pak Minsik,Minsik Pak Dds,595 Buckingham Way Ste 505,San Francisco,CA,94132,1/6/2003,,1/6/2003,,595 Buckingham Way Ste 525,San Francisco,94132,CA,6100-6299,Private Education and Health Services,FALSE,FALSE,,,7,Lakeshore,,POINT (-122.47614 37.73018),0362655-01-001-0362655-6100-6299-01-06-2003,41,10,8,16,41
1259236-09-201,362068,M R Wolfe & Assocs A Prof Corp,Mark Wolfe Contemporary Art,580 California St Ste 1200,San Francisco,CA,94104,1/2/2003,,7/1/2020,,580 California St 1200 Ste,San Francisco,94104,CA,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,3,Financial District/South Beach,,POINT (-122.40406 37.792713),1259236-09-201-0362068-5400-5499-07-01-2020,108,6,3,8,108
1195571-07-181,1073468,Thananunvorakul Pornpimol,Mermaid Poke,1750 Cesar Chavez St D,San Francisco,CA,94124,7/18/2017,6/30/2020,7/19/2018,6/30/2020,,,,,7220-7229,Food Services,FALSE,FALSE,,,10,Bayview Hunters Point,,POINT (-122.39434 37.749886),1195571-07-181-1073468-7220-7229-07-19-2018,54,2,9,1,54
1125536-10-161,1044105,Nicole Surette,Nicole Surette,1045 Bush St,San Francisco,CA,94109,8/23/2016,,10/3/2016,5/1/2019,3020 Center St 6 Apt,Soquel,95073,CA,,,FALSE,FALSE,,,3,Nob Hill,,POINT (-122.414474 37.789406),1125536-10-161-1044105--10-03-2016,50,6,3,21,50
1170148-12-171,491024,Glow Event Design Llc,Glow Events,3547 Sacramento St,San Francisco,CA,94118,5/1/2014,12/31/2020,12/12/2016,12/31/2020,,,,,8100-8139,Certain Services,FALSE,FALSE,,,2,Presidio Heights,,POINT (-122.45107 37.78764),1170148-12-171-0491024-8100-8139-12-12-2016,10,8,6,31,10
0309594-02-001,309594,Ly Johnson,Johnson Herbs Service,1929 Irving St Ste 200,San Francisco,CA,94122,2/22/2006,3/17/2020,2/22/2006,3/2/2020,,,,,4400-4599,Retail Trade,FALSE,FALSE,H68 H69,Multiple,4,Sunset/Parkside,,POINT (-122.478546 37.763474),0309594-02-001-0309594-4400-4599-02-22-2006,39,10,7,35,39
1180973-03-181,916232,Mile Hi Valet Svc Inc,"Mile Hi Valet Service, Inc",845 Bush St,San Francisco,CA,94108,8/7/2008,,3/1/2018,5/14/2020,450 Plymouth Rd Ste 300,Plymouth Meeting,19462,PA,8100-8139,Certain Services,FALSE,FALSE,,,3,Nob Hill,,POINT (-122.41118 37.78983),1180973-03-181-0916232-8100-8139-03-01-2018,50,6,3,21,50
1227915-07-191,1104233,"Arena Stuart Rentals, Inc.",Arena Stuart Rentals,454 Abbott Ave,Milpitas,CA,95035,9/6/2018,,9/6/2018,,454 S Abbott Ave,Milpitas,95035,CA,,,FALSE,FALSE,,,,,,POINT (-121.914764 37.423058),1227915-07-191-1104233--09-06-2018,,,,,
0208391-01-001,208391,Michael Peter Z,Michael Peter Z,260 California St,San Francisco,CA,94111,1/1/1991,4/1/2017,1/1/1991,4/1/2017,,,,,,,FALSE,FALSE,,,3,Financial District/South Beach,,POINT (-122.39948 37.793297),0208391-01-001-0208391--01-01-1991,108,6,3,8,108
0370778-01-002,370778,American Conservatory Theater,American Conservatory Theater,415 Geary St,San Francisco,CA,94102,1/1/1966,,1/1/1966,,415 Geary St,San Francisco,94102,CA,,,FALSE,FALSE,D15 H86,Multiple,3,Tenderloin,,POINT (-122.41019 37.787083),0370778-01-002-0370778--01-01-1966,20,6,3,36,20
0417633-01-001,417633,Marina Meats Inc,Marina Meats Inc,2395 Chestnut St,San Francisco,CA,94123,4/1/2007,,4/1/2007,,2395 Chestnut St,San Francisco,94123,CA,4400-4599,Retail Trade,FALSE,FALSE,H07 Pos01 Posloc Wm18 Wmloc,Multiple,2,Marina,,POINT (-122.44267 37.799973),0417633-01-001-0417633-4400-4599-04-01-2007,17,4,6,13,17
1047174-12-151,474576,Good Oel Inc,Mikkeller Bar Sf,34 Mason St 1st Flr,San Francisco,CA,94102,11/28/2012,5/1/2020,12/10/2015,5/1/2020,,,,,7220-7229,Food Services,FALSE,FALSE,,,6,Tenderloin,,POINT (-122.409134 37.78365),1047174-12-151-0474576-7220-7229-12-10-2015,19,5,10,36,19
1267388-01-211,1120471,Topogato Llc,Topogato,866 Post St Apt 12,San Francisco,CA,94109,1/14/2021,,1/14/2021,,866 Post St 12 Apt,San Francisco,94109,CA,3100-3399,Manufacturing,FALSE,FALSE,,,3,Nob Hill,,POINT (-122.41607 37.787346),1267388-01-211-1120471-3100-3399-01-14-2021,50,6,3,21,50
0945872-14-001,945872,Pacific Park Management Inc,Chestnut Street Lot,2055 Chestnut St,San Francisco,CA,94123,10/10/1995,,7/1/2006,8/31/2014,311 California St # 310ste,San Francisco,94104,CA,,,FALSE,FALSE,,,2,Marina,,POINT (-122.43702 37.800694),0945872-14-001-0945872--07-01-2006,17,4,6,13,17
0945872-05-007,945872,Pacific Park Management Inc,Pacific Park Management Inc,360 Grove St,San Francisco,CA,94102,10/10/1995,,2/1/2012,8/31/2014,311 California St # 310ste,San Francisco,94104,CA,,,FALSE,FALSE,,,5,Hayes Valley,,POINT (-122.42251 37.777924),0945872-05-007-0945872--02-01-2012,21,4,11,9,21
0945872-18-999,945872,Pacific Park Management Inc,Sfo,465 California St Ste 473,San Francisco,CA,94104,10/10/1995,,1/1/2007,2/1/2019,311 California St # 310ste,San Francisco,94104,CA,,,FALSE,FALSE,,,3,Financial District/South Beach,,POINT (-122.40225 37.79289),0945872-18-999-0945872--01-01-2007,108,6,3,8,108
0040533-01-001,40533,Louie Shew Ping,446 20th Av Apts,446 20th Ave,San Francisco,CA,94121,10/1/1968,,10/1/1968,,446 W 20th Ave N 6 Apt,San Francisco,94121,CA,5300-5399,Real Estate and Rental and Leasing Services,FALSE,FALSE,,,1,Outer Richmond,,POINT (-122.47928 37.779427),0040533-01-001-0040533-5300-5399-10-01-1968,8,8,4,29,8
0040540-01-001,40540,Lim Lin Sun & Ronald,447 19th Av Apts,447 19th Ave,San Francisco,CA,94121,10/1/1968,,10/1/1968,,447 19th Ave Apt 6,San Francisco,94121,CA,7210-7219,Accommodations,FALSE,FALSE,,,1,Outer Richmond,,POINT (-122.47827 37.779472),0040540-01-001-0040540-7210-7219-10-01-1968,8,8,4,29,8
0040705-03-001,40705,First Covenant Church Of S F,Dolores Park Church,65 Dorland St,San Francisco,CA,94110,10/1/1968,,7/1/2006,,65 Dorland St,San Francisco,94110,CA,5300-5399,Real Estate and Rental and Leasing Services,FALSE,FALSE,,,8,Mission,,POINT (-122.425354 37.762234),0040705-03-001-0040705-5300-5399-07-01-2006,37,3,5,20,37
1079026-06-161,472633,Bard Consulting Llc,Bard Consulting Llc,555 Montgomery St 1288,San Francisco,CA,94111,9/7/2012,12/31/2020,6/3/2016,12/31/2020,,,,,5300-5399,Real Estate and Rental and Leasing Services,FALSE,FALSE,,,3,Chinatown,,POINT (-122.40311 37.794323),1079026-06-161-0472633-5300-5399-06-03-2016,104,6,3,6,104
1231660-08-191,1024800,Monika Mcnamara Inc,Sf Puppy Prep,15 Burlwood Dr,San Francisco,CA,94127,1/25/2016,,8/15/2019,11/1/2020,2261 Market St 40 #,San Francisco,94114,CA,,,FALSE,FALSE,,,7,West of Twin Peaks,,POINT (-122.45519 37.734882),1231660-08-191-1024800--08-15-2019,117,9,8,41,117
1136705-02-171,1065730,Calypso Consulting Llc,Calypso Consulting Llc,714 27th St,San Francisco,CA,94131,2/9/2017,12/31/2020,2/9/2017,12/31/2020,,,,,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,8,Noe Valley,,POINT (-122.43623 37.746376),1136705-02-171-1065730-5400-5499-02-09-2017,84,9,5,22,84
0088330-02-001,88330,Khouri Faiq I,1707-1755market Apartments,1701 Market St,San Francisco,CA,94103,1/1/1975,3/1/2017,1/1/1977,3/1/2017,,,,,,,FALSE,FALSE,,,6,Mission,,POINT (-122.42223 37.772697),0088330-02-001-0088330--01-01-1977,32,1,10,20,32
1287373-09-211,208425,Mayer Glenn C,Home Communications,532 Oyster Dr,Myrtle+beach,SC,29588,3/1/2010,,9/15/2021,,532 Oyster Dr,Myrtle Beach,29588,CA,,,FALSE,FALSE,,,,,,POINT (-79.010666 33.65591),1287373-09-211-0208425--09-15-2021,,,,,
0417760-01-001,417760,Brusseau Grace & Et Al,Grazia Investment Company,432 Clay St,San Francisco,CA,94111,7/1/2007,,7/1/2007,,935 Arlington Blvd,El Cerrito,94530,CA,,,FALSE,FALSE,,,3,Chinatown,,POINT (-122.40074 37.794952),0417760-01-001-0417760--07-01-2007,108,6,3,6,108
0450957-04-001,450957,Dna Success Inc,House Of Thai,901 Larkin St,San Francisco,CA,94109,7/26/2010,,3/20/2013,,4201 Moraga St,San Francisco,94122,CA,7220-7229,Food Services,FALSE,FALSE,H25 P21 P23,Multiple,6,Tenderloin,,POINT (-122.41814 37.786186),0450957-04-001-0450957-7220-7229-03-20-2013,50,6,10,36,50
0945872-05-005,945872,Pacific Park Management Inc,Pacific Park Management Inc,355 Mcallister St,San Francisco,CA,94102,10/10/1995,,2/1/2012,8/31/2014,311 California St # 310ste,San Francisco,94104,CA,,,FALSE,FALSE,,,6,Tenderloin,,POINT (-122.41784 37.78033),0945872-05-005-0945872--02-01-2012,21,4,10,36,21
1266418-01-211,1120040,The National Theatre For Children Inc,The National Theatre For Children Inc,6305 Sandburg Road  Ste 100,Minneapolis,MN,55427,1/4/2021,6/30/2021,1/4/2021,6/30/2021,,,,,5400-5499 2200-2299,Multiple,FALSE,FALSE,,,,,,POINT (-93.36128 45.002853),1266418-01-211-1120040-5400-5499 2200-2299-01-04-2021,,,,,
0040705-01-001,40705,First Covenant Church Of S F,465 Dolores Apts,465 Dolores St,San Francisco,CA,94110,10/1/1968,,10/1/1968,,65 Dorland St,San Francisco,94110,CA,5300-5399,Real Estate and Rental and Leasing Services,FALSE,FALSE,,,8,Mission,,POINT (-122.42601 37.76197),0040705-01-001-0040705-5300-5399-10-01-1968,37,3,5,20,37
0040705-02-001,40705,First Covenant Church Of S F,53-65 Dorland Apts,53 Dorland St,San Francisco,CA,94110,10/1/1968,,9/20/1974,,65 Dorland St,San Francisco,94110,CA,5300-5399,Real Estate and Rental and Leasing Services,FALSE,FALSE,,,8,Mission,,POINT (-122.4251 37.76225),0040705-02-001-0040705-5300-5399-09-20-1974,37,3,5,20,37
1239519-11-191,480590,Tulips Speech Therapy Llc,Tulips Speech Therapy,1414 Castro Street  Unit C,San Francisco,CA,94114,7/1/2013,,1/1/2017,12/1/2020,1640 Union St,San Francisco,94123,CA,6100-6299,Private Education and Health Services,FALSE,FALSE,,,8,Noe Valley,,POINT (-122.43402 37.750313),1239519-11-191-0480590-6100-6299-01-01-2017,84,3,5,22,84
